Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,North Carolina,Female,65-74 years,189,"4,381",328,79,31,469,
9/9/20,2/1/20,9/5/20,North Carolina,Female,75-84 years,261,"6,088",445,91,20,635,
9/9/20,2/1/20,9/5/20,North Carolina,Female,85 years and over,359,"8,448",566,111,29,843,
9/9/20,2/1/20,9/5/20,North Carolina,Female,All Ages,950,"24,079","1,632",337,124,"2,369",
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Carolina,All Sexes,All Ages,"2,029","49,365","3,504",778,230,"4,983",
9/9/20,2/1/20,9/5/20,North Dakota,Male,Under 1 year,0,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,0-17 years,0,32,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,15-24 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,18-29 years,0,66,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,25-34 years,0,82,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,30-49 years,,211,17,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,35-44 years,,104,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,45-54 years,,141,15,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,50-64 years,16,395,39,,0,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,55-64 years,14,313,29,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,65-74 years,17,475,46,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,75-84 years,19,528,54,,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,85 years and over,27,596,50,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Male,All Ages,87,"2,303",209,35,,269,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,Under 1 year,0,16,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Female,0-17 years,0,26,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,15-24 years,0,15,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Female,18-29 years,0,21,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Female,25-34 years,0,24,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,30-49 years,,96,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,35-44 years,0,43,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,45-54 years,,80,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,50-64 years,,227,16,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,55-64 years,,186,13,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,65-74 years,,286,34,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,75-84 years,24,469,43,11,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,85 years and over,36,900,61,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,North Dakota,Female,All Ages,77,"2,025",162,27,12,224,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,North Dakota,All Sexes,All Ages,164,"4,328",371,62,20,493,
9/9/20,2/1/20,9/5/20,Ohio,Male,Under 1 year,0,276,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,0-17 years,0,467,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,1-4 years,0,53,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,5-14 years,0,76,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,15-24 years,,559,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,18-29 years,,"1,069",12,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,25-34 years,,"1,255",22,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,30-49 years,56,"3,397",109,23,12,154,
9/9/20,2/1/20,9/5/20,Ohio,Male,35-44 years,29,"1,597",48,,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Male,45-54 years,76,"2,631",125,38,11,174,
9/9/20,2/1/20,9/5/20,Ohio,Male,50-64 years,297,"7,562",453,133,34,651,
9/9/20,2/1/20,9/5/20,Ohio,Male,55-64 years,244,"6,048",375,107,29,541,
9/9/20,2/1/20,9/5/20,Ohio,Male,65-74 years,480,"8,632",649,205,34,958,
9/9/20,2/1/20,9/5/20,Ohio,Male,75-84 years,547,"9,074",761,260,23,"1,071",
9/9/20,2/1/20,9/5/20,Ohio,Male,85 years and over,532,"8,559",685,212,13,"1,018",
9/9/20,2/1/20,9/5/20,Ohio,Male,All Ages,"1,916","38,760","2,674",834,123,"3,879",
9/9/20,2/1/20,9/5/20,Ohio,Female,Under 1 year,0,209,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,0-17 years,,323,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,1-4 years,0,34,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Female,5-14 years,,50,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,15-24 years,,226,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,18-29 years,,449,12,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,25-34 years,,584,14,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,30-49 years,26,"1,804",64,,17,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,35-44 years,11,838,24,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,45-54 years,33,"1,654",95,16,,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Female,50-64 years,149,"4,914",329,77,23,424,
9/9/20,2/1/20,9/5/20,Ohio,Female,55-64 years,127,"3,895",267,64,19,349,
9/9/20,2/1/20,9/5/20,Ohio,Female,65-74 years,280,"6,289",411,117,25,599,
9/9/20,2/1/20,9/5/20,Ohio,Female,75-84 years,531,"9,049",655,209,31,"1,007",
9/9/20,2/1/20,9/5/20,Ohio,Female,85 years and over,827,"14,032",851,326,36,"1,388",
9/9/20,2/1/20,9/5/20,Ohio,Female,All Ages,"1,821","36,860","2,328",740,139,"3,547",
9/9/20,2/1/20,9/5/20,Ohio,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Ohio,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Ohio,All Sexes,All Ages,"3,737","75,621","5,002","1,574",262,"7,426",
9/9/20,2/1/20,9/5/20,Oklahoma,Male,Under 1 year,,85,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,0-17 years,,174,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,1-4 years,0,22,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,5-14 years,0,31,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,15-24 years,,183,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,18-29 years,,295,11,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,25-34 years,,339,15,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,30-49 years,16,"1,066",65,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,35-44 years,,513,30,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,45-54 years,19,859,59,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Oklahoma,Male,50-64 years,82,"2,594",195,27,19,267,
9/9/20,2/1/20,9/5/20,Oklahoma,Male,55-64 years,72,"2,097",163,23,12,223,
9/9/20,2/1/20,9/5/20,Oklahoma,Male,65-74 years,121,"2,917",298,42,11,387,
9/9/20,2/1/20,9/5/20,Oklahoma,Male,75-84 years,125,"3,011",332,52,12,417,
9/9/20,2/1/20,9/5/20,Oklahoma,Male,85 years and over,115,"2,394",261,53,,328,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
